null,17238,NA
fab,9981,craftsmanship
vin,6507,food
peintr,4191,art
avocat,4043,law
épici,3723,food
médecin,3286,health
cour,2999,NA
tailleur,2840,service
propr,2628,NA
royal,2532,NA
fabr,2422,craftsmanship
prop,2336,NA
chef,2225,NA
gros,2154,NA
menuisi,2017,craftsmanship
bois,1910,craftsmanship
serruri,1824,craftsmanship
bijouti,1707,art
horlog,1547,art
architect,1505,art
h,1460,NA
nouveaut,1420,NA
bouch,1366,food
st,1343,NA
boulang,1314,food
anc,1299,NA
commiss,1234,law
lettr,1222,art
déput,1165,law
meubl,1151,craftsmanship
limonadi,1128,food
papi,1127,craftsmanship
graveur,1114,craftsmanship
artist,1087,art
mercer,1075,service
linger,1067,service
peint,1034,art
agent,1003,NA
coiffeur,976,service
librair,974,art
conseil,948,NA
hôtel,925,service
direct,916,NA
commission,913,NA
ében,911,craftsmanship
tapissi,904,craftsmanship
pharmacien,884,health
cuivr,881,craftsmanship
mod,871,NA
doreur,867,craftsmanship
or,866,craftsmanship
métal,855,craftsmanship
botti,847,craftsmanship
mécanicien,839,craftsmanship
bronz,831,craftsmanship
avou,829,NA
bureau,808,NA
vitri,808,craftsmanship
cordonni,779,service
bijout,768,art
tourneur,767,craftsmanship
maçon,766,craftsmanship
garn,746,NA
neg,729,NA
voitur,711,service
medecin,705,health
tabac,698,food
ancien,687,NA
homm,679,NA
général,677,NA
lain,668,service
merci,664,service
couleur,655,NA
notair,654,law
broder,646,craftsmanship
fleurist,639,service
profess,632,teaching
professeur,630,teaching
taill,628,craftsmanship
prof,623,teaching
drap,620,craftsmanship
pâtissi,615,food
',614,NA
sous,601,NA
douc,581,NA
musiqu,575,art
bât,570,craftsmanship
toil,564,craftsmanship
herbor,563,health
chapeli,562,NA
layeti,560,NA
paraplui,560,craftsmanship
directeur,559,NA
dor,552,NA
négoci,538,NA
banqui,535,law
comm,535,NA
tableti,526,craftsmanship
papeti,519,craftsmanship
châl,516,NA
grav,516,craftsmanship
bonneti,506,service
instanc,506,NA
chapeau,501,service
charcuti,501,food
pianos,501,art
art,500,NA
huissi,500,law
teinturi,500,craftsmanship
relieur,497,craftsmanship
femm,490,NA
paris,487,NA
epici,486,food
ferblanti,484,NA
corroyeur,481,craftsmanship
fondeur,479,craftsmanship
sag,477,NA
ehg,466,NA
franc,464,NA
fer,459,craftsmanship
passementi,459,NA
etc,458,NA
fleur,457,service
selli,457,craftsmanship
commerc,455,NA
corset,453,service
maison,452,NA
dessin,451,art
—,445,NA
bijoux,434,art
d'état,429,NA
roi,421,NA
cabinet,418,NA
restaur,416,food
lampist,414,service
orfevr,414,art
porcelain,413,service
financ,407,law
journal,406,teaching
grand,404,NA
distill,402,food
sculpteur,400,art
courti,395,NA
imprim,394,service
quincailli,394,craftsmanship
marbri,393,craftsmanship
négoc,391,NA
d'affair,390,NA
bonneter,388,service
minister,387,NA
march,375,NA
1re,374,NA
charbon,372,craftsmanship
inspect,371,NA
pensionnat,371,NA
lectur,368,teaching
soier,368,craftsmanship
charron,366,NA
cuir,365,craftsmanship
dentel,364,craftsmanship
ruban,364,craftsmanship
l'institut,362,NA
dentist,361,health
elg,356,NA
bouton,355,NA
maîtr,355,NA
carrossi,350,service
con,350,NA
tonneli,348,craftsmanship
med,347,health
liqueur,345,food
compt,341,NA
coton,341,craftsmanship
fabric,340,craftsmanship
gen,339,NA
fin,335,NA
hbrair,333,NA
chaudronni,332,craftsmanship
bain,327,health
jug,327,NA
dépôt,326,NA
eau,324,NA
chang,320,NA
institu,320,NA
commissionnair,318,law
dégraisseur,317,craftsmanship
fil,317,NA
r,316,NA
roy,315,NA
gant,314,service
terr,313,NA
verr,313,craftsmanship
imprimeur,310,service
cristal,306,craftsmanship
couteli,305,craftsmanship
chauss,304,service
membr,303,NA
traiteur,303,food
colonel,301,NA
societ,301,NA
col,300,NA
tourn,299,craftsmanship
faub,298,NA
peign,297,NA
quincailler,297,craftsmanship
bâtim,295,craftsmanship
pont,295,NA
auteur,292,art
opticien,290,health
recev,285,NA
gard,284,NA
couturi,282,craftsmanship
joailli,277,art
polic,277,law
casquet,276,NA
priseur,275,law
a,274,NA
confiseur,274,food
civil,272,NA
maréchal,272,NA
colleg,270,teaching
mécan,269,craftsmanship
nouv,268,NA
graineti,266,food
serrur,266,craftsmanship
loueur,265,NA
poëli,265,craftsmanship
brossi,263,craftsmanship
ct,263,NA
facteur,263,NA
fumist,261,craftsmanship
dam,260,NA
entrep,260,NA
marin,259,NA
#,256,NA
major,255,NA
menuis,254,craftsmanship
parfumeur,253,service
estamp,251,art
el,249,NA
articl,248,NA
pass,248,NA
cab,247,NA
lou,247,NA
pap,247,NA
d'un,245,NA
éditeur,245,art
langu,245,art
ci,243,NA
mar,243,NA
miroiti,240,craftsmanship
sein,240,NA
tissus,239,craftsmanship
vi,239,NA
merc,237,service
e,236,NA
camp,234,NA
jouet,234,service
cartonnag,233,craftsmanship
emploi,233,NA
paill,233,NA
chimiqu,232,craftsmanship
premi,232,NA
produit,232,NA
lamp,228,NA
bretel,227,craftsmanship
fact,227,NA
militair,227,law
post,226,service
trait,226,food
rent,225,NA
tribunal,225,law
étoff,223,craftsmanship
guerr,223,NA
lithograph,223,art
teint,223,craftsmanship
cassat,222,law
ferbl,222,NA
institutric,222,teaching
plombi,222,craftsmanship
curios,221,NA
requêt,221,NA
tableau,221,NA
d'or,220,NA
épicer,217,food
entrepr,216,NA
impr,216,NA
ger,215,NA
charpenti,214,craftsmanship
chocolat,211,food
pension,211,NA
pierr,211,NA
bur,210,NA
nécessair,207,NA
publiqu,207,NA
ste,207,NA
receveur,206,NA
fabriqu,205,craftsmanship
d'etat,204,NA
jardini,203,art
toiseur,203,craftsmanship
beurr,201,food
maitr,201,NA
min,201,NA
vern,201,NA
cann,200,NA
cheval,200,service
huil,197,NA
ciseleur,196,craftsmanship
caiss,195,NA
ingénieur,195,NA
roulag,193,NA
trib,193,NA
ganti,192,service
dan,191,NA
chais,190,craftsmanship
peau,190,NA
timbr,190,NA
statuair,188,NA
couvreur,187,craftsmanship
pendul,187,NA
piano,187,art
voit,187,NA
cart,185,NA
mont,185,NA
carton,184,NA
d'histoir,184,NA
capitain,183,NA
petit,183,NA
propriet,183,NA
bij,182,art
brûl,181,NA
cadr,181,NA
cordon,180,service
justic,180,law
vérif,180,NA
martin,179,NA
instituteur,178,teaching
l'ecol,178,NA
secrétair,178,NA
greffi,177,law
re,177,NA
honor,175,NA
pal,175,NA
chirurgien,174,health
vanni,174,NA
inspecteur,173,NA
poti,173,craftsmanship
entrepreneur,172,NA
inst,172,teaching
vill,172,NA
gaz,171,craftsmanship
€,170,NA
commissair,170,law
décor,169,art
l'écol,169,teaching
aci,168,NA
auditeur,168,NA
contr,168,NA
sciag,168,NA
banqu,167,law
faïenc,166,art
magasin,165,NA
bross,164,NA
chaussur,163,service
quincaill,163,service
jardin,162,service
pres,162,NA
bâtimen,160,craftsmanship
genr,160,NA
ingen,160,NA
4,159,NA
avoc,159,law
ri,159,NA
secret,159,NA
droguist,158,service
d'assur,157,law
servic,157,service
boul,156,NA
arrond,155,NA
brod,155,art
cir,155,NA
plusieur,154,NA
!,153,NA
caissi,153,NA
mérinos,153,craftsmanship
coll,152,NA
contrib,152,NA
plum,152,NA
retrait,152,NA
tous,152,NA
offici,151,NA
argent,150,law
entrepren,150,NA
fourreur,150,craftsmanship
bours,149,NA
apprèteur,148,NA
champ,148,NA
com,148,NA
cordonmi,148,service
dégraiss,148,craftsmanship
édit,148,art
honorair,148,NA
tull,148,NA
bateau,147,craftsmanship
ferrailleur,147,craftsmanship
grain,147,food
l'intérieur,147,NA
port,147,NA
conserv,146,NA
minist,146,NA
plaqu,146,NA
chirurg,145,health
billard,144,NA
in,144,NA
deput,143,law
tapis,143,craftsmanship
vitr,143,craftsmanship
bouteil,142,food
chambr,142,service
f,142,NA
fantais,142,NA
lieut,142,NA
estampeur,141,art
sel,141,food
*,139,NA
£,138,NA
beau,138,NA
plac,138,NA
clig,137,NA
blond,136,NA
cartonni,134,craftsmanship
domain,134,NA
fauteuil,134,craftsmanship
dé,133,NA
liter,133,NA
perl,133,NA
?,132,NA
d'instru,132,NA
horloger,132,craftsmanship
livr,132,art
anglais,131,NA
fontaini,131,craftsmanship
littérair,131,art
paix,131,NA
passementer,130,NA
français,129,NA
nve,129,NA
tion,129,NA
chass,128,NA
crépin,128,NA
gourmet,128,food
lab,128,NA
lapidair,128,NA
scienc,128,teaching
comestibl,127,food
limonad,127,food
public,127,NA
couvertur,126,craftsmanship
bouchon,125,NA
chäle,125,NA
droit,125,law
faïenci,125,art
mil,125,NA
préfectur,125,law
sant,125,health
chandel,124,craftsmanship
mid,124,NA
expert,123,NA
prem,123,NA
épic,122,food
g,122,NA
mair,122,NA
taillandi,122,craftsmanship
b,121,NA
cordi,121,NA
émailleur,121,craftsmanship
perruqui,121,service
fruit,120,food
graini,120,NA
portefeuill,120,service
bandag,119,health
lieuten,119,NA
planch,119,NA
imp,117,NA
rob,117,NA
archit,116,art
cirag,116,service
garnisseur,116,craftsmanship
%,115,NA
1,115,NA
divis,115,NA
pol,115,NA
tanneur,115,craftsmanship
vu,115,NA
chapel,114,NA
d'étain,114,NA
dir,114,NA
ferr,114,NA
caf,113,NA
l'hôtel,113,NA
lunet,113,health
maçonner,113,craftsmanship
ment,113,NA
peaussi,113,NA
bon,112,NA
fourn,112,NA
monteur,112,craftsmanship
pât,112,NA
vent,112,NA
eben,111,craftsmanship
harnacheur,111,craftsmanship
pharm,111,health
poèli,111,art
templ,111,NA
vic,111,NA
assur,110,law
changeur,110,NA
paveur,110,craftsmanship
bas,109,NA
cheveux,109,service
deux,109,NA
vérificat,109,NA
bott,108,NA
contrôl,108,NA
fond,108,NA
jeun,108,NA
monnai,108,law
pemtr,108,NA
associ,107,NA
nou,107,NA
poter,107,craftsmanship
ÿ,107,NA
cur,106,NA
imonadi,106,food
insp,106,NA
institut,106,NA
l'oper,106,art
ministr,106,law
renti,106,NA
scieur,106,craftsmanship
crin,105,NA
douan,105,law
marbr,105,craftsmanship
chausson,104,service
fromag,104,food
italien,104,NA
mutuel,104,NA
plumassi,104,craftsmanship
soc,104,NA
tout,104,NA
ustensil,104,NA
contrôleur,103,NA
ouvrag,103,NA
pharmac,103,health
bibliothequ,102,teaching
chemin,102,NA
dramat,102,NA
farin,102,food
l'enregistr,102,NA
mus,102,art
piet,102,NA
trésor,102,NA
d'enf,101,NA
hmonadi,101,food
l'acad,101,NA
l'hôpital,101,health
minéral,101,NA
pair,101,NA
bourgeois,100,NA
brocheur,100,craftsmanship
draper,100,service
ling,100,service
nouvel,100,NA
porcel,100,NA
référendair,100,NA
tabletter,100,craftsmanship
